"","int","age","period","cohort","y","c.cohort","c.period","age2"
"4134",1,20,3,-17,-23.6536454852004,11.8174,11.8794,2
"4135",1,25,13,-12,-23.8607130987507,6.8174,1.8794,7
"4136",1,18,25,7,-7.84349686266421,-12.1826,-10.1206,0
"4137",1,24,9,-15,-25.2201613750293,9.8174,5.8794,6
"4138",1,22,11,-11,-21.4411589114324,5.8174,3.8794,4
"4139",1,12,22,10,-1.85256227223989,-15.1826,-7.1206,-6
"4140",1,21,8,-13,-21.9359716248431,7.8174,6.8794,3
"4141",1,14,28,14,-0.969287413053869,-19.1826,-13.1206,-4
"4142",1,23,9,-14,-24.0241407121911,8.8174,5.8794,5
"4143",1,20,2,-18,-24.2626448703579,12.8174,12.8794,2
"4144",1,20,13,-7,-17.5474570084681,1.8174,1.8794,2
"4145",1,24,23,-1,-16.8731060739357,-4.1826,-8.1206,6
"4146",1,12,7,-5,-10.9014070066857,-0.1826,7.8794,-6
"4147",1,26,24,-2,-18.5812856113741,-3.1826,-9.1206,8
"4148",1,24,30,6,-12.8543710764513,-11.1826,-15.1206,6
"4149",1,26,18,-8,-22.4386902258264,2.8174,-3.1206,8
"4150",1,21,1,-20,-26.4009107512271,14.8174,13.8794,3
"4151",1,12,8,-4,-10.5023063022366,-1.1826,6.8794,-6
"4152",1,15,4,-11,-16.6054602245539,5.8174,10.8794,-3
"4153",1,12,13,1,-7.17781084343862,-6.1826,1.8794,-6
"4154",1,21,20,-1,-14.6424957558085,-4.1826,-5.1206,3
"4155",1,23,6,-17,-25.6822622009244,11.8174,8.8794,5
"4156",1,19,23,4,-10.3239909316155,-9.1826,-8.1206,1
"4157",1,18,26,8,-7.45356132719577,-13.1826,-11.1206,0
"4158",1,20,7,-13,-21.3501825161015,7.8174,7.8794,2
"4159",1,19,9,-10,-19.0540831668731,4.8174,5.8794,1
"4160",1,13,27,14,-0.263018925975742,-19.1826,-12.1206,-5
"4161",1,12,18,6,-4.24847288629494,-11.1826,-3.1206,-6
"4162",1,19,17,-2,-13.9274241741376,-3.1826,-2.1206,1
"4163",1,23,23,0,-15.5925632207335,-5.1826,-8.1206,5
"4164",1,15,9,-6,-13.601391490133,0.8174,5.8794,-3
"4165",1,19,2,-17,-23.1030421491648,11.8174,12.8794,1
"4166",1,21,15,-6,-17.6346333748751,0.8174,-0.1206,3
"4167",1,20,17,-3,-15.3966159875576,-2.1826,-2.1206,2
"4168",1,13,21,8,-3.90323095752342,-13.1826,-6.1206,-5
"4169",1,20,6,-14,-21.959553977069,8.8174,8.8794,2
"4170",1,13,9,-4,-11.13553860355,-1.1826,5.8794,-5
"4171",1,24,6,-18,-27.1762709649882,12.8174,8.8794,6
"4172",1,27,17,-10,-24.4371123237563,4.8174,-2.1206,9
"4173",1,21,19,-2,-15.3057641882259,-3.1826,-4.1206,3
"4174",1,15,21,6,-6.5249240953306,-11.1826,-6.1206,-3
"4175",1,19,26,7,-8.62021917452808,-12.1826,-11.1206,1
"4176",1,17,28,11,-4.89201559416613,-16.1826,-13.1206,-1
"4177",1,13,1,-12,-15.9406544170268,6.8174,13.8794,-5
"4178",1,25,29,4,-14.807301547636,-9.1826,-14.1206,7
"4179",1,20,0,-20,-25.6475102697987,14.8174,14.8794,2
"4180",1,23,24,1,-15.1594623610001,-6.1826,-9.1206,5
"4181",1,12,10,-2,-9.21890100667277,-3.1826,4.8794,-6
"4182",1,27,12,-15,-27.1795913206204,9.8174,2.8794,9
"4183",1,24,6,-18,-27.2571299640588,12.8174,8.8794,6
"4184",1,17,11,-6,-14.9754176031195,0.8174,3.8794,-1
"4185",1,20,25,5,-10.401341837242,-10.1826,-10.1206,2
"4186",1,25,29,4,-14.6117573763695,-9.1826,-14.1206,7
"4187",1,21,1,-20,-26.1091063629309,14.8174,13.8794,3
"4188",1,20,2,-18,-24.3131438775275,12.8174,12.8794,2
"4189",1,27,26,-1,-18.8055789115077,-4.1826,-11.1206,9
"4190",1,19,17,-2,-13.9576613696149,-3.1826,-2.1206,1
"4191",1,30,13,-17,-30.7989877963623,11.8174,1.8794,12
"4192",1,23,6,-17,-25.9936400837382,11.8174,8.8794,5
"4193",1,18,14,-4,-14.5895501743418,-1.1826,0.8794,0
"4194",1,11,29,18,3.74306485584746,-23.1826,-14.1206,-7
"4195",1,23,20,-3,-17.3410058803612,-2.1826,-5.1206,5
"4196",1,20,13,-7,-17.9342867648158,1.8174,1.8794,2
"4197",1,18,10,-8,-17.2257597356699,2.8174,4.8794,0
"4198",1,18,0,-18,-22.9563093243222,12.8174,14.8794,0
"4199",1,23,29,6,-12.1114671908442,-11.1826,-14.1206,5
"4200",1,28,30,2,-17.8051771253969,-7.1826,-15.1206,10
"4201",1,21,9,-12,-21.0779289841818,6.8174,5.8794,3
"4202",1,23,26,3,-13.7991739601616,-8.1826,-11.1206,5
"4203",1,18,7,-11,-18.6424938168498,5.8174,7.8794,0
"4204",1,20,2,-18,-24.0930481090545,12.8174,12.8794,2
"4205",1,25,6,-19,-28.1843599775848,13.8174,8.8794,7
"4206",1,23,6,-17,-25.9397473686526,11.8174,8.8794,5
"4207",1,18,27,9,-6.63565107667133,-14.1826,-12.1206,0
"4208",1,15,16,1,-9.37289265974139,-6.1826,-1.1206,-3
"4209",1,24,11,-13,-24.0147230564852,7.8174,3.8794,6
"4210",1,18,30,12,-4.8670056962711,-17.1826,-15.1206,0
"4211",1,19,30,11,-6.22875633371772,-16.1826,-15.1206,1
"4212",1,15,7,-8,-14.6645188364726,2.8174,7.8794,-3
"4213",1,20,1,-19,-24.9009276508163,13.8174,13.8794,2
"4214",1,20,2,-18,-24.4144566871566,12.8174,12.8794,2
"4215",1,20,30,10,-7.30165869576044,-15.1826,-15.1206,2
"4216",1,19,17,-2,-14.2807163939832,-3.1826,-2.1206,1
"4217",1,27,9,-18,-29.2825971486539,12.8174,5.8794,9
"4218",1,24,10,-14,-24.8424517617591,8.8174,4.8794,6
"4219",1,19,5,-14,-21.1846918863701,8.8174,9.8794,1
"4220",1,24,7,-17,-26.619263358021,11.8174,7.8794,6
"4221",1,18,6,-12,-19.2553456944356,6.8174,8.8794,0
"4222",1,20,23,3,-11.5757404864859,-8.1826,-8.1206,2
"4223",1,22,5,-17,-25.1370955092352,11.8174,9.8794,4
"4224",1,14,12,-2,-10.357801366941,-3.1826,2.8794,-4
"4225",1,24,1,-23,-30.030137596961,17.8174,13.8794,6
"4226",1,26,15,-11,-24.5300103340107,5.8174,-0.1206,8
"4227",1,14,18,4,-6.74687988617022,-9.1826,-3.1206,-4
"4228",1,14,12,-2,-10.6103365610303,-3.1826,2.8794,-4
"4229",1,20,25,5,-10.5604456097585,-10.1826,-10.1206,2
"4230",1,20,10,-10,-19.6155423985121,4.8174,4.8794,2
"4231",1,29,14,-15,-28.8116414341579,9.8174,0.8794,11
"4232",1,29,21,-8,-24.7039628003071,2.8174,-6.1206,11
"4233",1,15,16,1,-9.35497241417238,-6.1826,-1.1206,-3
"4234",1,22,7,-15,-24.0797553525279,9.8174,7.8794,4
"4235",1,28,7,-21,-31.8468566842136,15.8174,7.8794,10
"4236",1,19,11,-8,-17.3475232368443,2.8174,3.8794,1
"4237",1,11,8,-3,-9.07275355347381,-2.1826,6.8794,-7
"4238",1,22,13,-9,-20.4223607141449,3.8174,1.8794,4
"4239",1,16,20,4,-8.34775621013424,-9.1826,-5.1206,-2
"4240",1,18,20,2,-10.8555872297546,-7.1826,-5.1206,0
"4241",1,15,6,-9,-15.3670909326532,3.8174,8.8794,-3
"4242",1,26,21,-5,-20.6174081051827,-0.1826,-6.1206,8
"4243",1,13,5,-8,-13.4173388713744,2.8174,9.8794,-5
"4244",1,21,14,-7,-18.5852798948414,1.8174,0.8794,3
"4245",1,11,27,16,2.36113253726267,-21.1826,-12.1206,-7
"4246",1,16,10,-6,-14.1171916880049,0.8174,4.8794,-2
"4247",1,16,23,7,-6.5196541253452,-12.1826,-8.1206,-2
"4248",1,19,13,-6,-16.3460236391229,0.8174,1.8794,1
"4249",1,16,18,2,-9.06984059379135,-7.1826,-3.1206,-2
"4250",1,22,11,-11,-21.4917655130398,5.8174,3.8794,4
"4251",1,12,21,9,-2.705354910762,-14.1826,-6.1206,-6
"4252",1,25,26,1,-16.4137812517432,-6.1826,-11.1206,7
"4253",1,21,28,7,-9.81048764764168,-12.1826,-13.1206,3
"4254",1,15,26,11,-3.38896835881572,-16.1826,-11.1206,-3
"4255",1,23,30,7,-11.2923381506516,-12.1826,-15.1206,5
"4256",1,18,3,-15,-21.0119878461589,9.8174,11.8794,0
"4257",1,17,21,4,-8.86418049538657,-9.1826,-6.1206,-1
"4258",1,13,12,-1,-9.10930963508067,-4.1826,2.8794,-5
"4259",1,16,18,2,-9.76199281215065,-7.1826,-3.1206,-2
"4260",1,21,17,-4,-16.4272920430854,-1.1826,-2.1206,3
"4261",1,22,11,-11,-21.7912262490792,5.8174,3.8794,4
"4262",1,12,14,2,-6.50542555262869,-7.1826,0.8794,-6
"4263",1,22,10,-12,-22.1224818174065,6.8174,4.8794,4
"4264",1,25,19,-6,-20.6535835151964,0.8174,-4.1206,7
"4265",1,23,22,-1,-16.2283180296914,-4.1826,-7.1206,5
"4266",1,24,2,-22,-29.7150910062873,16.8174,12.8794,6
"4267",1,21,4,-17,-24.2979723056058,11.8174,10.8794,3
"4268",1,14,17,3,-7.61768383145539,-8.1826,-2.1206,-4
"4269",1,18,4,-14,-20.4781095559275,8.8174,10.8794,0
"4270",1,28,3,-25,-33.9783511010967,19.8174,11.8794,10
"4271",1,19,5,-14,-21.3217326793635,8.8174,9.8794,1
"4272",1,21,29,8,-9.35048010633255,-13.1826,-14.1206,3
"4273",1,18,13,-5,-14.9067266133794,-0.1826,1.8794,0
"4274",1,22,10,-12,-22.1236875134711,6.8174,4.8794,4
"4275",1,19,6,-13,-20.6987167881004,7.8174,8.8794,1
"4276",1,25,1,-24,-31.7123725850219,18.8174,13.8794,7
"4277",1,23,2,-21,-28.4657322114721,15.8174,12.8794,5
"4278",1,18,5,-13,-19.7834733658197,7.8174,9.8794,0
"4279",1,17,23,6,-8.02943946572701,-11.1826,-8.1206,-1
"4280",1,17,29,12,-4.32506796304258,-17.1826,-14.1206,-1
"4281",1,16,22,6,-7.11052155140856,-11.1826,-7.1206,-2
"4282",1,17,25,8,-6.44387029564788,-13.1826,-10.1206,-1
"4283",1,21,18,-3,-16.1341685947807,-2.1826,-3.1206,3
"4284",1,21,25,4,-11.7602208722354,-9.1826,-10.1206,3
"4285",1,16,17,1,-9.91302825291935,-6.1826,-2.1206,-2
"4286",1,23,20,-3,-17.4404926635175,-2.1826,-5.1206,5
"4287",1,20,3,-17,-23.4880639906519,11.8174,11.8794,2
"4288",1,14,0,-14,-17.7770506135227,8.8174,14.8794,-4
"4289",1,12,22,10,-2.12049689657074,-15.1826,-7.1206,-6
"4290",1,21,17,-4,-16.4687395039401,-1.1826,-2.1206,3
"4291",1,18,5,-13,-19.8905329385869,7.8174,9.8794,0
"4292",1,20,9,-11,-20.1875678789703,5.8174,5.8794,2
"4293",1,20,18,-2,-14.7768697672297,-3.1826,-3.1206,2
"4294",1,16,3,-13,-18.5169191892153,7.8174,11.8794,-2
"4295",1,16,28,12,-3.47582488231029,-17.1826,-13.1206,-2
"4296",1,25,22,-3,-18.9040403502001,-2.1826,-7.1206,7
"4297",1,19,8,-11,-19.3595760511702,5.8174,6.8794,1
"4298",1,26,22,-4,-19.8184057527158,-1.1826,-7.1206,8
"4299",1,16,3,-13,-18.5616241052857,7.8174,11.8794,-2
"4300",1,21,21,0,-13.9890547115626,-5.1826,-6.1206,3
"4301",1,16,3,-13,-18.4063562601106,7.8174,11.8794,-2
"4302",1,20,6,-14,-21.8180297181402,8.8174,8.8794,2
"4303",1,22,24,2,-13.7636582869551,-7.1826,-9.1206,4
"4304",1,24,29,5,-13.2672118022227,-10.1826,-14.1206,6
"4305",1,24,1,-23,-30.2264756179855,17.8174,13.8794,6
"4306",1,18,14,-4,-14.5938900281516,-1.1826,0.8794,0
"4307",1,20,11,-9,-19.1243017039679,3.8174,3.8794,2
"4308",1,23,6,-17,-25.6200454621888,11.8174,8.8794,5
"4309",1,21,14,-7,-18.1038732005211,1.8174,0.8794,3
"4310",1,17,3,-14,-20.0750654207283,8.8174,11.8794,-1
"4311",1,21,0,-21,-26.6532573431932,15.8174,14.8794,3
"4312",1,17,10,-7,-15.3375309090266,1.8174,4.8794,-1
"4313",1,26,26,0,-17.5376046086006,-5.1826,-11.1206,8
"4314",1,14,20,6,-5.6629135877159,-11.1826,-5.1206,-4
"4315",1,19,21,2,-11.8321860691105,-7.1826,-6.1206,1
"4316",1,22,20,-2,-15.9776468503373,-3.1826,-5.1206,4
"4317",1,20,13,-7,-17.4014745605067,1.8174,1.8794,2
"4318",1,21,11,-10,-20.3297391133182,4.8174,3.8794,3
"4319",1,24,28,4,-13.7255561127476,-9.1826,-13.1206,6
"4320",1,26,11,-15,-26.7556346513801,9.8174,3.8794,8
"4321",1,24,23,-1,-16.8142616262078,-4.1826,-8.1206,6
"4322",1,22,19,-3,-16.7007206951626,-2.1826,-4.1206,4
"4323",1,16,30,14,-2.29046370640164,-19.1826,-15.1206,-2
"4324",1,20,15,-5,-16.5618683550341,-0.1826,-0.1206,2
"4325",1,20,19,-1,-14.2668864726561,-4.1826,-4.1206,2
"4326",1,22,30,8,-9.94682580545671,-13.1826,-15.1206,4
"4327",1,17,7,-10,-17.5518469281427,4.8174,7.8794,-1
"4328",1,19,17,-2,-14.1928534891952,-3.1826,-2.1206,1
"4329",1,22,25,3,-13.0763562118837,-8.1826,-10.1206,4
"4330",1,20,7,-13,-21.490232848848,7.8174,7.8794,2
"4331",1,22,1,-21,-27.4277550763243,15.8174,13.8794,4
"4332",1,12,8,-4,-10.2599314133292,-1.1826,6.8794,-6
"4333",1,22,6,-16,-24.5731104295546,10.8174,8.8794,4
"4334",1,21,5,-16,-23.752721840089,10.8174,9.8794,3
"4335",1,23,24,1,-15.073483879871,-6.1826,-9.1206,5
"4336",1,14,2,-12,-16.6706039729501,6.8174,12.8794,-4
"4337",1,25,11,-14,-25.4412800010338,8.8174,3.8794,7
"4338",1,20,8,-12,-20.7320352553385,6.8174,6.8794,2
"4339",1,20,21,1,-12.8659392784043,-6.1826,-6.1206,2
"4340",1,16,12,-4,-13.2090326130922,-1.1826,2.8794,-2
"4341",1,14,7,-7,-13.3617636027544,1.8174,7.8794,-4
"4342",1,18,13,-5,-15.1010582037896,-0.1826,1.8794,0
"4343",1,20,9,-11,-20.0297350105027,5.8174,5.8794,2
"4344",1,25,25,0,-16.9486114760643,-5.1826,-10.1206,7
"4345",1,17,19,2,-10.270156418606,-7.1826,-4.1206,-1
"4346",1,18,23,5,-9.09733156843172,-10.1826,-8.1206,0
"4347",1,20,19,-1,-14.5473661446264,-4.1826,-4.1206,2
"4348",1,21,12,-9,-19.6051068865778,3.8174,2.8794,3
"4349",1,26,16,-10,-23.704343886245,4.8174,-1.1206,8
"4350",1,17,11,-6,-14.9513832350926,0.8174,3.8794,-1
"4351",1,15,15,0,-10.1216880617842,-5.1826,-0.1206,-3
"4352",1,21,11,-10,-20.229625103845,4.8174,3.8794,3
"4353",1,10,23,13,1.26903372164574,-18.1826,-8.1206,-8
"4354",1,19,20,1,-12.0365399887537,-6.1826,-5.1206,1
"4355",1,27,1,-26,-34.0249965891541,20.8174,13.8794,9
"4356",1,21,15,-6,-17.757467220574,0.8174,-0.1206,3
"4357",1,17,5,-12,-18.4536975637408,6.8174,9.8794,-1
"4358",1,17,26,9,-5.99284358327343,-14.1826,-11.1206,-1
"4359",1,22,5,-17,-25.1122684103184,11.8174,9.8794,4
"4360",1,23,23,0,-15.4961633672746,-5.1826,-8.1206,5
"4361",1,15,14,-1,-10.5139429322253,-4.1826,0.8794,-3
"4362",1,22,13,-9,-20.3638425671908,3.8174,1.8794,4
"4363",1,21,25,4,-11.8329735507649,-9.1826,-10.1206,3
"4364",1,25,8,-17,-27.0670965619026,11.8174,6.8794,7
"4365",1,14,9,-5,-12.2216265292168,-0.1826,5.8794,-4
"4366",1,25,15,-10,-22.7056257072111,4.8174,-0.1206,7
"4367",1,22,8,-14,-23.4130396563266,8.8174,6.8794,4
"4368",1,16,1,-15,-19.6708153298789,9.8174,13.8794,-2
"4369",1,20,27,7,-8.87027378323492,-12.1826,-12.1206,2
"4370",1,17,25,8,-6.43909549834816,-13.1826,-10.1206,-1
"4371",1,26,29,3,-15.5826666306141,-8.1826,-14.1206,8
"4372",1,16,28,12,-3.12546905612712,-17.1826,-13.1206,-2
"4373",1,25,27,2,-16.0015654191932,-7.1826,-12.1206,7
"4374",1,24,5,-19,-27.8739934702615,13.8174,9.8794,6
"4375",1,20,13,-7,-17.8144818889531,1.8174,1.8794,2
"4376",1,23,28,5,-12.7394721422359,-10.1826,-13.1206,5
"4377",1,18,19,1,-11.3936257103347,-6.1826,-4.1206,0
"4378",1,19,7,-12,-20.0107056124774,6.8174,7.8794,1
"4379",1,14,6,-8,-14.2530173021599,2.8174,8.8794,-4
"4380",1,22,3,-19,-26.2121904288566,13.8174,11.8794,4
"4381",1,24,27,3,-14.3756230675977,-8.1826,-12.1206,6
"4382",1,19,6,-13,-20.6122381209361,7.8174,8.8794,1
"4383",1,12,1,-11,-14.6844998633215,5.8174,13.8794,-6
"4384",1,19,5,-14,-21.2877984729386,8.8174,9.8794,1
"4385",1,24,22,-2,-17.4260750130097,-3.1826,-7.1206,6
"4386",1,25,4,-21,-29.5225410351139,15.8174,10.8794,7
"4387",1,17,4,-13,-19.4075562838549,7.8174,10.8794,-1
"4388",1,19,2,-17,-23.0055209215136,11.8174,12.8794,1
"4389",1,27,7,-20,-30.3494175927841,14.8174,7.8794,9
"4390",1,20,24,4,-11.125309769502,-9.1826,-9.1206,2
"4391",1,19,22,3,-11.047598707792,-8.1826,-7.1206,1
"4392",1,25,5,-20,-28.9041440907399,14.8174,9.8794,7
"4393",1,15,19,4,-7.40641282770119,-9.1826,-4.1206,-3
"4394",1,11,9,-2,-8.39306160320521,-3.1826,5.8794,-7
"4395",1,24,23,-1,-17.1652528511121,-4.1826,-8.1206,6
"4396",1,15,13,-2,-11.1624051285565,-3.1826,1.8794,-3
"4397",1,20,3,-17,-23.8041820551604,11.8174,11.8794,2
"4398",1,29,1,-28,-36.7281027930636,22.8174,13.8794,11
"4399",1,13,12,-1,-9.50312169251293,-4.1826,2.8794,-5
"4400",1,19,15,-4,-15.0550984211085,-1.1826,-0.1206,1
"4401",1,21,16,-5,-17.2255773500647,-0.1826,-1.1206,3
"4402",1,19,25,6,-9.33732196533837,-11.1826,-10.1206,1
"4403",1,22,0,-22,-28.2655732605374,16.8174,14.8794,4
"4404",1,19,24,5,-10.0949419075609,-10.1826,-9.1206,1
"4405",1,21,6,-15,-23.2141509669322,9.8174,8.8794,3
"4406",1,19,0,-19,-24.3028470459192,13.8174,14.8794,1
"4407",1,18,27,9,-6.88206603680172,-14.1826,-12.1206,0
"4408",1,21,0,-21,-26.7621441277299,15.8174,14.8794,3
"4409",1,16,6,-10,-16.6921959414843,4.8174,8.8794,-2
"4410",1,28,25,-3,-20.8312943485208,-2.1826,-10.1206,10
"4411",1,14,5,-9,-14.4900743903817,3.8174,9.8794,-4
"4412",1,15,15,0,-10.0265118279833,-5.1826,-0.1206,-3
"4413",1,27,15,-12,-25.6138725100502,6.8174,-0.1206,9
"4414",1,18,12,-6,-15.5996028352797,0.8174,2.8794,0
"4415",1,24,14,-10,-22.154726931155,4.8174,0.8794,6
"4416",1,14,19,5,-6.02057454144115,-10.1826,-4.1206,-4
"4417",1,15,17,2,-9.03874433274382,-7.1826,-2.1206,-3
"4418",1,23,11,-12,-22.7636247353192,6.8174,3.8794,5
"4419",1,13,13,0,-8.76719899079561,-5.1826,1.8794,-5
"4420",1,8,22,14,3.37779906099926,-19.1826,-7.1206,-10
"4421",1,25,6,-19,-28.4116248733867,13.8174,8.8794,7
"4422",1,17,10,-7,-15.7423326657491,1.8174,4.8794,-1
"4423",1,23,18,-5,-18.5663309027207,-0.1826,-3.1206,5
"4424",1,33,5,-28,-39.5842606319582,22.8174,9.8794,15
"4425",1,19,14,-5,-15.8322614892739,-0.1826,0.8794,1
"4426",1,17,29,12,-4.19423782763835,-17.1826,-14.1206,-1
"4427",1,35,4,-31,-42.6033427552991,25.8174,10.8794,17
"4428",1,21,7,-14,-22.4684032928078,8.8174,7.8794,3
"4429",1,20,29,9,-8.25780480254117,-14.1826,-14.1206,2
"4430",1,19,0,-19,-24.3220856252737,13.8174,14.8794,1
"4431",1,24,5,-19,-27.897175870833,13.8174,9.8794,6
"4432",1,22,8,-14,-23.3304207260688,8.8174,6.8794,4
"4433",1,24,20,-4,-18.7150195716608,-1.1826,-5.1206,6
"4434",1,20,11,-9,-18.8467777758784,3.8174,3.8794,2
"4435",1,24,23,-1,-17.1786519375135,-4.1826,-8.1206,6
"4436",1,12,5,-7,-12.2122167153615,1.8174,9.8794,-6
"4437",1,21,17,-4,-16.4309132055131,-1.1826,-2.1206,3
"4438",1,21,26,5,-11.2428725520005,-10.1826,-11.1206,3
"4439",1,18,4,-14,-20.4879150284947,8.8174,10.8794,0
"4440",1,21,7,-14,-22.3210633732219,8.8174,7.8794,3
"4441",1,16,10,-6,-13.9900701238726,0.8174,4.8794,-2
"4442",1,29,11,-18,-30.6979252685732,12.8174,3.8794,11
"4443",1,23,5,-18,-26.3635013835082,12.8174,9.8794,5
"4444",1,19,30,11,-6.2168994378405,-16.1826,-15.1206,1
"4445",1,24,6,-18,-26.9311738831681,12.8174,8.8794,6
"4446",1,26,0,-26,-33.4422855168337,20.8174,14.8794,8
"4447",1,22,13,-9,-20.3401538319507,3.8174,1.8794,4
"4448",1,32,5,-27,-38.1566368780839,21.8174,9.8794,14
"4449",1,18,26,8,-7.13728093717848,-13.1826,-11.1206,0
"4450",1,24,5,-19,-27.7063577396484,13.8174,9.8794,6
"4451",1,16,18,2,-9.47922587860132,-7.1826,-3.1206,-2
"4452",1,14,29,15,-0.467888328113409,-20.1826,-14.1206,-4
"4453",1,23,10,-13,-23.2451072260848,7.8174,4.8794,5
"4454",1,19,5,-14,-21.2379999389725,8.8174,9.8794,1
"4455",1,13,26,13,-0.939753138845998,-18.1826,-11.1206,-5
"4456",1,15,28,13,-2.17793077487076,-18.1826,-13.1206,-3
"4457",1,24,25,1,-15.407185658062,-6.1826,-10.1206,6
"4458",1,22,1,-21,-27.6948871856714,15.8174,13.8794,4
"4459",1,20,13,-7,-17.5935045837532,1.8174,1.8794,2
"4460",1,18,4,-14,-20.6413894370166,8.8174,10.8794,0
"4461",1,24,22,-2,-17.5717301646954,-3.1826,-7.1206,6
"4462",1,20,16,-4,-15.7492671448214,-1.1826,-1.1206,2
"4463",1,26,17,-9,-23.2668747790079,3.8174,-2.1206,8
"4464",1,19,10,-9,-18.0530520736038,3.8174,4.8794,1
"4465",1,18,21,3,-10.4139936930893,-8.1826,-6.1206,0
"4466",1,23,3,-20,-27.3874298887585,14.8174,11.8794,5
"4467",1,24,30,6,-12.5158437897127,-11.1826,-15.1206,6
"4468",1,23,1,-22,-28.513901376208,16.8174,13.8794,5
"4469",1,17,21,4,-8.93179002467483,-9.1826,-6.1206,-1
"4470",1,20,17,-3,-15.2943390915341,-2.1826,-2.1206,2
"4471",1,13,1,-12,-15.7354884519296,6.8174,13.8794,-5
"4472",1,22,21,-1,-15.635624841837,-4.1826,-6.1206,4
"4473",1,14,19,5,-5.98532405072529,-10.1826,-4.1206,-4
"4474",1,18,9,-9,-17.6765573675812,3.8174,5.8794,0
"4475",1,21,14,-7,-18.6579163652762,1.8174,0.8794,3
"4476",1,15,22,7,-5.81212112688969,-12.1826,-7.1206,-3
"4477",1,30,16,-14,-28.6577338708052,8.8174,-1.1206,12
"4478",1,24,22,-2,-17.4819400833537,-3.1826,-7.1206,6
"4479",1,19,5,-14,-21.2240264254105,8.8174,9.8794,1
"4480",1,25,8,-17,-27.334263035093,11.8174,6.8794,7
"4481",1,11,8,-3,-9.31960870361384,-2.1826,6.8794,-7
"4482",1,18,5,-13,-20.0684372137015,7.8174,9.8794,0
"4483",1,20,8,-12,-20.5737300488896,6.8174,6.8794,2
"4484",1,29,13,-16,-29.4166122750311,10.8174,1.8794,11
"4485",1,19,27,8,-7.91165265517769,-13.1826,-12.1206,1
"4486",1,28,16,-12,-26.2961513429966,6.8174,-1.1206,10
"4487",1,13,0,-13,-16.4140572950446,7.8174,14.8794,-5
"4488",1,14,9,-5,-12.348163974239,-0.1826,5.8794,-4
"4489",1,18,27,9,-6.57869153200743,-14.1826,-12.1206,0
"4490",1,12,4,-8,-12.6482156244127,2.8174,10.8794,-6
"4491",1,18,25,7,-7.88917935033994,-12.1826,-10.1206,0
"4492",1,15,26,11,-3.14957594251068,-16.1826,-11.1206,-3
"4493",1,13,14,1,-7.89726623909879,-6.1826,0.8794,-5
"4494",1,17,25,8,-6.55698221220802,-13.1826,-10.1206,-1
"4495",1,20,27,7,-9.29121874031926,-12.1826,-12.1206,2
"4496",1,21,8,-13,-21.822023813468,7.8174,6.8794,3
"4497",1,21,15,-6,-17.5114121029766,0.8174,-0.1206,3
"4498",1,17,18,1,-10.7073839606959,-6.1826,-3.1206,-1
"4499",1,18,26,8,-7.26021605729838,-13.1826,-11.1206,0
"4500",1,26,15,-11,-24.2849367159145,5.8174,-0.1206,8
"4501",1,17,10,-7,-15.5748718651025,1.8174,4.8794,-1
"4502",1,16,24,8,-5.77329157493574,-13.1826,-9.1206,-2
"4503",1,20,18,-2,-14.4916102399971,-3.1826,-3.1206,2
"4504",1,16,28,12,-3.34083494323271,-17.1826,-13.1206,-2
"4505",1,18,27,9,-6.52672694634335,-14.1826,-12.1206,0
"4506",1,22,23,1,-14.2757813618896,-6.1826,-8.1206,4
"4507",1,15,10,-5,-12.9458037330021,-0.1826,4.8794,-3
"4508",1,22,22,0,-14.933588868262,-5.1826,-7.1206,4
"4509",1,27,8,-19,-29.7045066652345,13.8174,6.8794,9
"4510",1,25,0,-25,-31.8629698773624,19.8174,14.8794,7
"4511",1,20,20,0,-13.5985742520685,-5.1826,-5.1206,2
"4512",1,29,19,-10,-25.4923015075785,4.8174,-4.1206,11
"4513",1,16,6,-10,-16.7235951548815,4.8174,8.8794,-2
"4514",1,12,7,-5,-10.7768962233895,-0.1826,7.8794,-6
"4515",1,27,12,-15,-27.3313455263652,9.8174,2.8794,9
"4516",1,16,30,14,-2.44834237089945,-19.1826,-15.1206,-2
"4517",1,22,18,-4,-17.2049316787786,-1.1826,-3.1206,4
"4518",1,17,18,1,-10.7424776240854,-6.1826,-3.1206,-1
"4519",1,16,6,-10,-16.8054170345293,4.8174,8.8794,-2
"4520",1,23,5,-18,-26.200993228866,12.8174,9.8794,5
"4521",1,24,19,-5,-19.0007778733865,-0.1826,-4.1206,6
"4522",1,24,15,-9,-21.7953128285493,3.8174,-0.1206,6
"4523",1,28,17,-11,-25.719070441823,5.8174,-2.1206,10
"4524",1,13,21,8,-3.88654532590644,-13.1826,-6.1206,-5
"4525",1,12,9,-3,-9.59737170685426,-2.1826,5.8794,-6
"4526",1,21,3,-18,-24.5344087790273,12.8174,11.8794,3
"4527",1,19,26,7,-8.72344240557765,-12.1826,-11.1206,1
"4528",1,16,21,5,-7.50255097623809,-10.1826,-6.1206,-2
"4529",1,18,29,11,-5.4076918099305,-16.1826,-14.1206,0
"4530",1,14,27,13,-1.40879671875814,-18.1826,-12.1206,-4
"4531",1,20,1,-19,-24.9030442943366,13.8174,13.8794,2
"4532",1,16,17,1,-9.89091378539416,-6.1826,-2.1206,-2
"4533",1,17,2,-15,-20.4904707311007,9.8174,12.8794,-1
