"","a","a2","p","p2","x.cor","x.cor2","y1","y2","y3","y4"
"4504",4,16,6,36,2.45948748011142,6.04907866482482,3.34131075837092,1.15033974876679,1.33988084478114,0.13984826075008
"4505",5,25,6,36,0.692285785451531,0.479259608738244,1.95738948120222,-1.36043796215614,1.23020617605693,2.24849919701884
"4506",6,36,6,36,0.857626407407224,0.735523054682222,3.22965607125189,0.493594667142274,1.26394926313086,3.1358749143526
"4507",7,49,6,36,-1.12702344264835,1.27018184027894,0.875096669027335,-1.69103308226652,0.542901315492577,2.43425036734393
"4508",8,64,6,36,-1.01246313378215,1.02508159726797,1.57099433118838,1.23693975307805,2.4589586980082,3.97445393234666
"4509",9,81,6,36,-2.23315658001229,4.98698831085219,1.04292673146173,-0.316259555783987,1.18166419774292,4.31797426240685
"4510",10,100,6,36,-3.10040944023058,9.61253869707089,0.487309901189479,0.519235567265031,0.544514310955096,3.34776241481833
"4511",11,121,6,36,-4.10842424351722,16.87914976472,2.03123913972875,-1.17181226931893,-1.05053309461649,1.88946082759087
"4512",12,144,6,36,-5.7503579207696,33.0666162169577,-0.364767579245808,-0.906926293327805,-0.285863573933227,2.99040923798526
"4513",13,169,6,36,-6.9800311694853,48.7208351269863,-0.682754232990836,-0.976953817561539,-0.746428155986982,4.45408968467926
"4514",14,196,6,36,-8.78199007315561,77.1233496450037,0.184828772206194,-0.702764284092062,-0.79617826980526,2.78520356478286
"4515",15,225,6,36,-9.57777354167774,91.7337460156622,0.05136333834953,-2.57129473923504,-0.687127608355224,2.43891986784023
"4516",16,256,6,36,-10.0944051975384,101.897016292091,1.45440427989703,-2.40246771064372,-1.34379206476178,2.71646271025247
"4517",17,289,6,36,-10.5009689135477,110.270348123295,-0.428981672810577,-1.9073607961242,-0.899389341645531,3.33004892083807
"4518",18,324,6,36,-11.1981037119403,125.397526743372,-2.72463772925175,-3.72810241630404,-4.9042931836187,2.37143490467164
"4519",19,361,6,36,-13.2876257654279,176.560998482065,-2.68857074134116,-3.29313295583258,-2.91334140993386,2.07133611711403
"4520",20,400,6,36,-13.4315907796845,180.407630872905,-1.81376462217981,-4.80210780592379,-3.88336591093186,2.88842864264313
"4521",1,1,7,49,6.00403443956748,36.0484295515123,3.1513160580564,3.43537809315461,3.46039284355548,0.452718784613589
"4522",2,4,7,49,5.47855525230989,30.0145676526123,3.92663486317076,5.07672368136098,2.81060696505355,0.299784980139343
"4523",3,9,7,49,4.26985342334956,18.23164825689,2.81675246764782,3.09887343361139,4.33638406708281,3.7611748695667
"4524",4,16,7,49,2.04576431307942,4.1851516246693,5.11752838171914,1.30459257580953,2.00243184090602,2.84284357467361
"4525",5,25,7,49,1.79114335589111,3.20819452135286,2.92942056680356,2.6648436742255,1.95805892823134,2.62841939943232
"4526",6,36,7,49,0.819432265125215,0.671469237128241,2.53730937546701,2.37094986527928,3.46607425418863,3.55756651322264
"4527",7,49,7,49,0.486408531665802,0.236593259677282,4.20561033500673,1.19514364963701,1.00065576877096,2.47746742758553
"4528",8,64,7,49,-0.370925130322576,0.13758545230482,2.37700089255785,0.695011324113725,1.99576753148562,4.06314887915811
"4529",9,81,7,49,-2.69221065239981,7.247998196895,3.83236371719326,0.641859830568487,1.91304079042744,3.89430329769952
"4530",10,100,7,49,-2.99634916521609,8.97810831989115,2.28972978344706,-1.44223439815306,2.69580638622122,3.53989918072979
"4531",11,121,7,49,-4.20652502169833,17.6948527581741,2.01181587463609,-1.72301941397846,0.18818686565956,1.69617657990691
"4532",12,144,7,49,-5.63409073604271,31.7429784219623,2.52241083510293,-0.743701752186115,-0.286046917195519,5.22651640506663
"4533",13,169,7,49,-6.32510120188817,40.0069052141272,1.41238148687413,-0.113235791696346,0.918789196045753,3.75416023223619
"4534",14,196,7,49,-6.15760629205033,37.9161152478978,1.45296105761162,-0.998209174852718,0.559823704349606,3.98747065743883
"4535",15,225,7,49,-8.13837233418599,66.2331042498439,2.68630845670879,-2.26498453452044,-0.741362210187542,3.85714610777565
"4536",16,256,7,49,-9.62461061961949,92.6331295792922,1.42859970291694,-2.28402502998247,-0.883676644384451,3.35315073853203
"4537",17,289,7,49,-9.31548354262486,86.7782336329146,0.978353383403397,-0.733545691294948,-2.04107317814356,3.96855908444773
"4538",18,324,7,49,-10.4482835815288,109.166629800045,1.02561422379394,-2.29457774426168,-3.45404477482723,2.82638823305224
"4539",19,361,7,49,-12.9758205772378,168.371919652667,-1.28028771128839,-6.44114399864138,-1.1845641866373,2.40852798333446
"4540",20,400,7,49,-12.7155128885061,161.684268017764,-0.75206643688456,-2.62248494945902,-1.77084509994664,2.81955813748991
"4541",1,1,8,64,7.95367507496849,63.260947198175,5.0355349410735,4.30664847552007,2.91421060091605,3.23405154858503
"4542",2,4,8,64,6.94131327141076,48.1818299318632,4.71836555964135,4.43087369790542,2.76215187179859,1.95867967234042
"4543",3,9,8,64,5.63870653044432,31.7950113364755,5.05381055387874,3.2060785997969,3.50324053895553,2.26693017481489
"4544",4,16,8,64,3.1052494905889,9.64257439880264,3.53678472348332,3.0916281132638,0.513896863513604,1.95636855768067
"4545",5,25,8,64,3.73080050293356,13.9188723926893,5.14990551428103,2.0982388307139,3.23578515844673,2.20137922053878
"4546",6,36,8,64,2.53243740834296,6.4132392271748,4.27154809245553,0.412422313810425,1.61213720628452,1.86268064581723
"4547",7,49,8,64,0.939225005917251,0.88214361174026,5.16669787079636,2.79964477583852,1.72925894394989,2.08475071833819
"4548",8,64,8,64,-0.461593727581203,0.21306876934231,3.07393373119476,1.28156748510919,1.39539517195971,4.18806414689184
"4549",9,81,8,64,-1.77318885782734,3.14419872552301,1.37460544365129,1.51158166100646,0.994476458315319,5.58230935514987
"4550",10,100,8,64,-2.02054897742346,4.08261817016699,3.37316848052613,2.49263950036284,1.62411561931071,4.18603929399612
"4551",11,121,8,64,-3.52182374568656,12.4032424956817,3.52162046552128,0.600409975311061,1.31914790598334,3.62523333466691
"4552",12,144,8,64,-3.18867716798559,10.1676620816326,3.50587072475198,0.823951860404448,2.30169063089018,3.88988822291111
"4553",13,169,8,64,-4.24693578388542,18.0364635524465,2.25689785343589,-0.482887100921454,-0.315604858783012,2.40458181737457
"4554",14,196,8,64,-6.77218640781939,45.8625087422537,-0.0338094558721858,1.11604659688589,-2.20387208391733,4.27289196957089
"4555",15,225,8,64,-6.27730776695535,39.4045928010779,1.10948783522911,-0.7737102676585,-0.247769833145633,4.25979156186297
"4556",16,256,8,64,-7.44447265425697,55.4201730999798,0.89466499536408,0.246842924862865,-0.180404191874635,3.60294931418316
"4557",17,289,8,64,-8.33679763646796,69.5021948314178,0.275976701990734,-2.15621989485971,-0.463995820672144,4.36447121143728
"4558",18,324,8,64,-10.8115616324358,116.889864931957,0.0519884287588578,-3.02399285045532,0.0730523575117792,3.90897076422001
"4559",19,361,8,64,-11.6939446828328,136.748342245154,-1.38350635720501,-2.77545974309605,-3.72738209747252,2.76756068141345
"4560",20,400,8,64,-12.2846660111099,150.91301900452,-0.670475806607508,-2.3536560337391,-4.51025624266849,3.1124941150177
"4561",1,1,9,81,7.2199737415649,52.1280208288867,4.49114483107908,3.66719417667067,2.17825821073767,2.05024040990628
"4562",2,4,9,81,7.56021944759414,57.1569180957806,5.75137163298786,4.4341658074044,1.30977249345123,2.43629375469204
"4563",3,9,9,81,6.19725212734193,38.405933929844,4.01429531436135,3.47035648151874,2.96060768242112,1.53067959650258
"4564",4,16,9,81,5.48677433142439,30.1046925639775,5.22211895438646,3.93252126457701,1.62376366830478,3.32128075303457
"4565",5,25,9,81,4.93630773108453,24.3671340159649,6.74107568245089,3.21648278069496,1.55881225030794,3.39738626932127
"4566",6,36,9,81,2.07883353484794,4.3215488656084,4.12837570817194,1.65524371690992,2.62982955264179,4.93422398462943
"4567",7,49,9,81,1.17345445463434,1.37699535710117,4.76519785295622,6.29885943262859,3.36087583089409,3.26149541552288
"4568",8,64,9,81,1.92839394137263,3.71870319312268,4.18977542870923,1.98126786513993,3.58174486524968,4.16773841618843
"4569",9,81,9,81,-0.987413414288312,0.974985250716502,4.27684661779316,1.15992937896843,-0.138595973609773,4.40109513869437
"4570",10,100,9,81,-0.0887617347761989,0.00787864556048027,4.17776605262597,2.66706860155926,2.22862834358891,2.5521628834782
"4571",11,121,9,81,-2.57327103894204,6.62172383985784,2.85272238464972,1.77298207591449,-0.92261899114118,3.94096837193909
"4572",12,144,9,81,-2.96658815303817,8.80064526974644,2.68909564160427,0.847287919964777,0.857066381255317,3.33212920184554
"4573",13,169,9,81,-3.70419995998964,13.7210973435872,3.269370981564,1.31001937198902,-0.0841714733495829,4.21051748963843
"4574",14,196,9,81,-4.69742838665843,22.0658334477844,1.56561103021019,1.66123855608489,0.0437918373179005,5.94520180492247
"4575",15,225,9,81,-5.19818756356835,27.0211539460367,2.02364172069845,-0.286555967551756,-1.0462255497068,5.02475775835831
"4576",16,256,9,81,-6.2225826503709,38.7205348406969,2.76896152136656,0.586155805498918,-0.399101102346136,4.82456409393534
"4577",17,289,9,81,-8.03458369476721,64.5545351482191,0.587310523309405,-0.339768548184223,-1.09415882252736,5.50082890819464
"4578",18,324,9,81,-8.15577172487974,66.5166124283479,-0.897986956283777,-2.72200859812941,-0.429244252247555,5.04664665874648
"4579",19,361,9,81,-9.03318044543266,81.598348959747,0.943731733300353,-1.24390298221158,-2.26198912029024,4.22723587694602
"4580",20,400,9,81,-10.9161894964054,119.163193121432,-0.335876345876982,-2.4282263561872,-1.38419178828097,3.78514214374632
"4581",1,1,10,100,9.21455617481843,84.9080454988844,5.6642279265645,4.27637804242219,2.16072617371495,1.77392938586434
"4582",2,4,10,100,8.67181600118056,75.2003927583312,6.81046317143358,3.42456234462504,2.07754587639329,5.07370594864154
"4583",3,9,10,100,6.97446499625221,48.6431619839473,6.94842629229114,4.9970831517855,3.07995473691062,4.30034405322233
"4584",4,16,10,100,6.11985733360052,37.4526537836241,5.5380123354666,3.68205249560387,3.52352851008587,4.61014896080392
"4585",5,25,10,100,4.96808909578249,24.6819092636329,3.0636555744569,4.31633543473712,2.810157628595,4.01685606315429
"4586",6,36,10,100,3.82874353742227,14.6592770753528,6.01401276392967,5.65372799413012,2.02481006386576,2.30866983970836
"4587",7,49,10,100,3.63028982188553,13.1790041908856,5.57799887660562,4.52483001509601,1.35179785042001,5.29037856685138
"4588",8,64,10,100,1.46636046050116,2.15021300012119,3.84695273050616,1.84809483914366,1.51824366896945,4.25209974589829
"4589",9,81,10,100,1.38865824975073,1.92837173460077,5.05971561627848,1.02820151677108,1.51300297327928,6.28771305589127
"4590",10,100,10,100,-0.806499555706978,0.650441533355553,2.75967613047742,2.7695692942476,1.57749056875821,4.59771024410531
"4591",11,121,10,100,-1.31909939507023,1.74002321407463,3.81424864186236,1.58158102957636,1.69095939031806,5.17259086825173
"4592",12,144,10,100,-2.85720846941695,8.16364023770793,2.97532469438796,1.14726753208617,2.00648096625622,5.31689946683881
"4593",13,169,10,100,-2.01227181451395,4.04923785548727,4.73376428193637,2.37299201250792,1.83524054054103,4.16832639641542
"4594",14,196,10,100,-3.07935207756236,9.48240921758764,4.05976662865674,1.01113027727298,2.31920651251696,6.5092651469479
"4595",15,225,10,100,-4.24942162353545,18.0575841345707,3.73861456711244,1.69304689138445,-0.965568190042983,3.1959671761683
"4596",16,256,10,100,-5.29963051341474,28.0860835787166,3.30154435126694,0.976974033904962,-1.53788464013218,4.35921623766583
"4597",17,289,10,100,-7.69019386265427,59.1390816452054,1.87120643205618,-1.10124913896447,-0.914000666721936,3.89903474444655
"4598",18,324,10,100,-7.6373943882063,58.3297930410051,0.905943754157752,0.73094125895967,1.29615944594729,6.42564224955859
"4599",19,361,10,100,-9.42436377052218,88.818632479131,0.743429891004237,-2.03730248680751,-0.189960480972275,4.69322703992234
"4600",20,400,10,100,-9.09841755917296,82.7812020810668,2.44445104088087,-0.0668486540086389,-1.69850759902437,5.6577979680621
"4601",1,1,11,121,9.53353121271357,90.8882173837839,7.25797602239642,5.38356657542191,1.31125300694496,2.26695845962551
"4602",2,4,11,121,9.8727859002538,97.4719014322503,5.84850253068801,6.26376386302241,3.25646966396829,3.93978430900037
"4603",3,9,11,121,7.3952709119767,54.6900318615286,6.69282941706511,7.46139173525265,3.35590642464904,2.55641719673536
"4604",4,16,11,121,7.43470215983689,55.2747962054833,4.56456811854291,5.4295830924946,2.1801886743625,3.56884237518889
"4605",5,25,11,121,6.81445898860693,46.4368513074058,7.2307494777891,3.02661322815325,4.16501970347817,2.24266331951776
"4606",6,36,11,121,5.06665547797456,25.6709977324897,7.26089301816468,4.1721117372717,2.50083407186448,5.22472601477797
"4607",7,49,11,121,4.93941751355305,24.3978453731946,4.374275711516,4.21482050305184,3.2827383691078,3.19952133120417
"4608",8,64,11,121,2.94477926008403,8.67172489062106,6.28385484635508,3.81679247310063,1.65179662191475,5.48231722984662
"4609",9,81,11,121,2.64339790446684,6.98755248133967,4.55120399470095,4.37820940384752,2.89280043666018,4.32834350828836
"4610",10,100,11,121,0.644296003971249,0.41511734073332,5.2682246461297,1.04709020786949,3.31264224431406,6.36636669416791
"4611",11,121,11,121,-0.358168431092054,0.128284625030943,6.3586840167216,3.04634303186404,2.44763232827533,5.47087976269401
"4612",12,144,11,121,-1.99655101355165,3.98621594971413,4.98176123430009,1.44464037625911,1.6984496188841,4.62535035831375
"4613",13,169,11,121,-1.86034880764782,3.46089768611668,4.3563344772964,3.08463940313574,0.788720208342912,4.14971408335508
"4614",14,196,11,121,-2.28915211139247,5.24021738909259,3.21943860684546,2.42922494844948,2.68137299022722,5.51748633903415
"4615",15,225,11,121,-4.30201690876856,18.5073494833306,3.18765652614896,2.59707903412908,1.0017280346552,6.12780251820457
"4616",16,256,11,121,-5.82640128815547,33.9469519706197,1.74400079011009,2.48527982362843,0.807428776573101,6.37477035444954
"4617",17,289,11,121,-6.14728229027241,37.7890795562969,3.75306005970163,1.31989093937706,-0.195547409159037,5.46813931509385
"4618",18,324,11,121,-6.07741197757423,36.9349363451627,1.74910678900088,1.89162947699783,0.0815311643099516,5.98168321222608
"4619",19,361,11,121,-8.5311674294062,72.7808177085611,-0.957019137770528,1.8278327896143,-0.602232165347181,5.4128585984917
"4620",20,400,11,121,-9.07767578819767,82.4041977156301,2.87656796393487,-0.123548382048815,-1.10861828524709,4.88221390158436
"4621",1,1,12,144,11.0446553025395,121.984410751913,8.86842725241215,7.38431530832755,3.99910316799449,5.80994767816491
"4622",2,4,12,144,9.4299144889228,88.9232872683962,6.58168843544836,7.20288445112224,4.59631325344121,5.48751091751114
"4623",3,9,12,144,8.28478983510286,68.6377426118236,7.056072703134,4.35118142972913,3.87978944995691,6.42927059495075
"4624",4,16,12,144,8.18607205990702,67.0117757699904,6.37218320788635,5.99945548300003,2.4703503157724,3.96427357111956
"4625",5,25,12,144,7.0310648707673,49.4358732169379,6.73560326009876,6.05055452138549,3.35941163884028,3.67950199789956
"4626",6,36,12,144,6.1337126637809,37.6224310418262,6.10182750954456,5.53486857538768,6.65871919667936,4.58260074021547
"4627",7,49,12,144,4.59895373275504,21.1503754360215,5.70973101473589,4.01649880943809,3.28518357001147,5.71309176655275
"4628",8,64,12,144,3.3021220699884,10.9040101651045,5.76332207178993,4.95973129468948,2.52957721231129,6.34700023716671
"4629",9,81,12,144,2.15792403370142,4.65663613522621,6.6355295372445,3.05269228048137,3.09325537173421,7.37780092653717
"4630",10,100,12,144,2.04202987253666,4.16988600033208,7.19529582265189,4.61723995348924,3.36237550136674,6.69555740930591
"4631",11,121,12,144,0.187094936612993,0.03500451530622,4.46835632534161,2.69501969597224,2.21280542965815,3.273138542862
"4632",12,144,12,144,-0.457905067130923,0.209677050504175,4.97255085016501,2.76047193785531,2.35249969500454,5.6494687479387
"4633",13,169,12,144,-1.06609724462032,1.13656333498705,5.13317587517813,1.99264609741836,2.1228649152987,7.03594541743844
"4634",14,196,12,144,-2.84520715288818,8.09520374284606,5.19917401909674,3.17700970697657,-0.32163317364271,5.74378069893624
"4635",15,225,12,144,-2.03091443004087,4.12461342214822,5.45236459472395,1.69925911003659,2.41671730315807,5.57628223790055
"4636",16,256,12,144,-3.10200922051445,9.62246120415664,3.4811595547353,1.63016214735853,0.882331029482701,5.34433291380209
"4637",17,289,12,144,-5.05006425175816,25.5031489468857,1.86006211881747,2.91447542571085,-1.2962696477069,7.14083467468803
"4638",18,324,12,144,-6.91693137958646,47.8439397099078,2.73606822138064,1.15590686849676,0.579506872412747,6.46551787503254
"4639",19,361,12,144,-6.95105907786638,48.3172223039885,2.27622362928953,3.21362268880991,0.394309852101977,5.47785309814246
"4640",20,400,12,144,-7.32594927866012,53.6695328335007,2.79337044970211,0.98122759680614,0.335396993001249,5.45030676301221
"4641",1,1,13,169,11.8790250718594,141.111236657863,7.8096646612467,6.04327563249936,6.28947837882104,3.23339840760848
"4642",2,4,13,169,11.6077629528008,134.740160768416,8.19608198962417,6.91541800499682,4.15708284850282,2.47146818339176
"4643",3,9,13,169,10.4940370284021,110.124813153474,7.48356401079967,5.91467998705294,5.62943697223771,5.54035432821473
"4644",4,16,13,169,8.65469546569511,74.9037536039235,9.09820953499223,7.03233819182668,4.43855367108687,4.95810412087609
"4645",5,25,13,169,7.68737719487399,59.0957681362687,7.10258443705537,5.20611760386251,1.48532148117554,5.76862634508452
"4646",6,36,13,169,7.49815112445503,56.2222702851663,7.21575812250451,5.92638551870873,3.9878589668251,3.22607902669089
"4647",7,49,13,169,5.08935746178031,25.9015593737789,7.48513791888114,6.72252920336468,4.91986689085526,6.38328992224035
"4648",8,64,13,169,4.73500250838697,22.4202487544309,8.2090752318328,6.5276285325013,2.30737239220628,5.83711598776972
"4649",9,81,13,169,4.93823483306915,24.3861632665375,6.83960089542006,5.48363018593638,3.85857512068428,4.83524939951702
"4650",10,100,13,169,3.28294669464231,10.7777389998628,7.08723555968085,4.48870743701373,4.19197268814908,6.44497914858024
"4651",11,121,13,169,2.94072383036837,8.64785664649642,5.44822630561499,5.04376878164741,2.69577589317817,6.33715311313661
"4652",12,144,13,169,0.0617010360583663,0.00380701785067582,6.64124915227458,3.12759662777425,2.78960359657927,5.94179026036282
"4653",13,169,13,169,-0.899406572803855,0.808932183202776,5.40029909273953,3.6511766861191,1.04829545665597,7.41053287591208
"4654",14,196,13,169,-1.96933783218265,3.87829149726584,4.87918883095219,2.26487713971387,2.08823790729118,6.55491916916436
"4655",15,225,13,169,-2.81878162873909,7.94552987051699,4.80506247161904,4.95546388769747,1.03090381542715,6.24237485047042
"4656",16,256,13,169,-3.58123094122857,12.8252150544129,4.19997424832117,3.56134418219243,0.447437185815543,7.16102749940423
"4657",17,289,13,169,-4.21652308991179,17.7790669677593,4.4466665652762,3.84486086845391,1.56309229256401,5.76193429146087
"4658",18,324,13,169,-4.40292978286743,19.385790672861,4.54908143026791,3.04702909102509,-0.401215720849455,4.7057705831342
"4659",19,361,13,169,-6.14810262713581,37.7991659137943,2.31033200621635,1.64576715359456,-0.164216990869977,5.09981413123882
"4660",20,400,13,169,-6.34413331048563,40.2480274612134,3.94892094883284,3.16083088298892,-0.0202183081545946,6.77614506561703
"4661",1,1,14,196,13.5054696495645,182.397710455307,9.34868873634901,10.9183979628037,5.3319809889042,7.05706414971873
"4662",2,4,14,196,12.0429359329864,145.032305886016,9.34459401221891,7.4466406203231,2.59973719716228,6.23628712500076
"4663",3,9,14,196,11.8493401054293,140.406860934135,8.19232452588206,7.3515891376948,4.43318036395466,4.36270489546891
"4664",4,16,14,196,9.73899175878614,94.8479604777044,8.04568228129379,8.26167974580644,3.68317659323061,6.56280339142017
"4665",5,25,14,196,8.81413149740547,77.6889140535552,5.7304085809475,7.73237940916383,5.42805315121394,5.9885145337419
"4666",6,36,14,196,8.77996088890359,77.0877132106767,9.66903603957921,7.92044368550287,5.80612825584318,6.01810694334419
"4667",7,49,14,196,6.43827278539538,41.4513564591628,7.79405392675198,7.78167732681473,3.32837951819678,4.46364049702351
"4668",8,64,14,196,5.18700521346182,26.9050230844801,5.73458801448089,8.07386585840472,4.50396708202373,5.24437167751764
"4669",9,81,14,196,4.43605680484325,19.6785999757961,8.85654652343235,7.39756571833577,2.96112067114789,7.21844003350258
"4670",10,100,14,196,3.68142628762871,13.5528995112437,7.63167427783249,5.94458231032329,2.02180144908698,5.47197876796306
"4671",11,121,14,196,3.12901886552572,9.79075906081588,8.60630046063473,5.73139581196451,4.16486061331469,7.04787856324307
"4672",12,144,14,196,2.2719038054347,5.16154690114869,6.16471450625442,6.77855495314163,4.28968402215042,7.60289046216128
"4673",13,169,14,196,1.48351953132078,2.20083019981023,8.69761089199178,5.48678833950673,3.55030619620657,8.02157768498524
"4674",14,196,14,196,0.00891726417466998,7.95176003608527e-05,7.48884050712045,4.90672054423367,1.90682235866891,6.39619012514416
"4675",15,225,14,196,-0.419188122730702,0.17571868223849,5.01826230502867,4.89944887931698,1.47103801432925,6.52880553641268
"4676",16,256,14,196,-1.5399441937916,2.37142811999245,6.18966578595503,3.23493412331132,1.79886814271063,7.08394011110286
"4677",17,289,14,196,-2.66807113727555,7.11860359356283,4.55038934409509,1.21356912038292,0.54314668435489,6.62368326210871
"4678",18,324,14,196,-3.47656540712342,12.0865070300072,5.53503637987588,2.14238745912167,0.048401710384242,5.34641425841609
"4679",19,361,14,196,-4.03386852610856,16.2720952859293,4.62893301301297,3.50632777854753,0.968750070798145,7.33239386024879
"4680",20,400,14,196,-6.50251978449523,42.2827635477519,3.37524750658659,-0.276201980361491,-0.325688549462902,5.5082561313808
"4681",1,1,15,225,13.7458948972635,188.949626526615,10.8546898418088,9.33043038368393,3.85079276228024,6.69376602577916
"4682",2,4,15,225,12.6555844130926,160.163816836912,10.1733221710322,9.77830152649191,4.08028705857827,5.91513819830227
"4683",3,9,15,225,12.0980615550652,146.363093390147,10.9385754375578,10.4930709394828,5.20840912649119,6.95154666873293
"4684",4,16,15,225,11.9196931333281,142.079084392709,10.3777694173709,8.16355965178935,5.91491540761831,6.54618481333451
"4685",5,25,15,225,10.4551061838865,109.309245316342,10.4476777098406,7.68578409621411,4.9462069409286,6.30150887060133
"4686",6,36,15,225,9.94313003774732,98.8658349475531,8.89046964213746,9.51989311496621,4.64309211503404,7.15028278819885
"4687",7,49,15,225,7.14456083625555,51.0447495429566,8.58047562393401,8.7975975568135,3.92275535835401,5.77703269495105
"4688",8,64,15,225,7.77396641951054,60.4345538916776,9.04895190397412,8.74035682557183,5.15634605441802,6.92927899129506
"4689",9,81,15,225,5.042707094457,25.428894840487,6.63277168569855,5.62139308533114,2.57813656195848,7.05254018304081
"4690",10,100,15,225,5.41063235979527,29.2749425328638,9.02669233197314,6.48629898480856,4.80715455160039,7.79878361612142
"4691",11,121,15,225,4.28646513540298,18.3737833570253,7.67315008965151,6.55383547563337,4.39187628542999,6.53604206072908
"4692",12,144,15,225,2.99397251708433,8.96387143305628,9.92355881571109,5.55355237299875,2.28780284140176,5.90150704081056
"4693",13,169,15,225,1.83029013453051,3.34996197655973,7.574403239467,4.66355877744099,3.68172335483925,8.39831620963398
"4694",14,196,15,225,1.15414838353172,1.33205849120888,9.23635985085654,3.38294763196514,2.92432001571134,4.80713307626915
"4695",15,225,15,225,-0.0855966028757393,0.00732677842386703,6.92916316585486,4.82711733966922,3.43543596121844,6.60333012257453
"4696",16,256,15,225,-0.201063936576247,0.0404267065915372,5.71141533341511,5.41282205156867,1.05721129455543,5.40428542424579
"4697",17,289,15,225,-2.75483302120119,7.58910497470049,5.19585319913529,2.64913165477142,1.0524900956819,6.62118122843386
"4698",18,324,15,225,-3.45648004952818,11.9472543327863,6.58767654345546,4.20318196538819,-0.297608659966164,9.1276244555892
"4699",19,361,15,225,-3.46414158819243,12.0002769430444,6.31370339976226,4.58711923243333,-0.0298178734908218,6.55372896601762
"4700",20,400,15,225,-5.39306895434856,29.0851927463583,4.09641969658359,4.41087147637712,-0.415400349842684,6.73610096318854
"4701",1,1,16,256,15.0704113366082,227.11729785457,12.3923926715771,10.3449500941182,5.9883404733718,6.76182932651598
"4702",2,4,16,256,14.6709822234698,215.237719401366,12.2362110888934,11.2911883663217,4.79224332763465,8.04864330771604
"4703",3,9,16,256,12.5496529885568,157.493790133192,11.3737218143415,11.1394789839176,5.69684536533006,6.5206520702802
"4704",4,16,16,256,12.3964685234241,153.672431852245,8.83724080729072,9.47870333304733,5.23073918141358,6.48900424564229
"4705",5,25,16,256,10.1458761980757,102.938803826679,9.080949479401,9.11821382390908,5.35931734422782,6.32625818512815
"4706",6,36,16,256,9.38756707729772,88.126415630764,8.75247150618293,7.67425501122286,4.31679184583357,6.18883934019171
"4707",7,49,16,256,9.32492615655065,86.9542478251224,8.86321982815973,10.3932862374132,4.20228399061863,7.5286427068232
"4708",8,64,16,256,7.65805623773485,58.6458253403097,11.4622031334899,9.19042112671995,4.44691968194249,6.97702151437793
"4709",9,81,16,256,6.24696533801034,39.0245759343027,10.1069357502315,7.38847242556442,4.29025354997395,7.20636413755064
"4710",10,100,16,256,6.7362785153091,45.3774482358149,9.68013434908235,8.9071910118522,3.82474520983855,7.01584739734504
"4711",11,121,16,256,5.73985076602548,32.9458868162433,9.95615883006317,6.31499875645973,3.56667883898875,6.67149837849636
"4712",12,144,16,256,4.70459413481876,22.1332059733711,8.74238498802072,7.78228383173036,4.97426103928342,9.06425302121246
"4713",13,169,16,256,3.64742135675624,13.3036825537215,10.556326881975,9.04799603271256,3.52241687379882,8.3761222335574
"4714",14,196,16,256,2.92672434123233,8.56571536956181,7.99044334564977,7.90875819618062,1.21055382241597,6.88458098829573
"4715",15,225,16,256,1.53392179869115,2.3529160844999,8.56502759446395,7.37331356906572,5.23026104939053,7.72359231862268
"4716",16,256,16,256,0.0454145288094878,0.0020624794269878,6.76996523104386,7.03747829351732,2.68623330729421,8.53960402424555
"4717",17,289,16,256,-1.54303227644414,2.38094860614838,7.31414180996129,2.82711028010767,0.28572391030967,9.07787247802402
"4718",18,324,16,256,-1.17291500791907,1.3757296158018,6.00785720339,5.45336074551293,0.819402510190068,9.55681556604389
"4719",19,361,16,256,-3.2639632713981,10.6534562370358,3.98553353425099,3.03944563895349,-0.123303997102686,7.43816248202377
"4720",20,400,16,256,-3.76219861395657,14.1541384108567,6.58642846952466,4.27638361912312,0.835561188731606,6.87536393655086
"4721",1,1,17,289,15.7436913992278,247.86381887412,11.8181755869445,9.10681935451086,5.14562902222368,8.33266840365053
"4722",2,4,17,289,14.2437975066714,202.885767411058,11.9891976497457,11.6525756764716,4.52082662278979,6.51843400154207
"4723",3,9,17,289,13.3069274011068,177.074316858327,10.6851775416817,11.3118009683274,4.42323471028949,5.80483817031543
"4724",4,16,17,289,13.4130220096558,179.909159431512,10.3856964880488,11.8024582112878,5.22638604028132,7.84003781419103
"4725",5,25,17,289,11.7992040556855,139.221216347706,11.693746435559,10.11250004752,5.15194249862195,7.40983855309969
"4726",6,36,17,289,10.4026536280289,108.215202504743,12.7068622791681,10.5076960650531,4.2194737402302,8.183584386817
"4727",7,49,17,289,10.7881419830956,116.384007447429,11.5770963370512,9.8771057682001,5.63070477323945,7.00759556473757
"4728",8,64,17,289,8.03380307694897,64.5419918791948,10.3874092660493,8.89450407723799,3.15480942215147,9.28429010428604
"4729",9,81,17,289,8.74247100902721,76.4307993436813,12.5309686601534,10.8233295101432,4.63306475136712,7.15945011835827
"4730",10,100,17,289,6.53230474470183,42.6710052776541,11.0822622330105,8.46769975228285,3.29973627433322,7.86829923477347
"4731",11,121,17,289,5.85839801933616,34.3208273529619,10.4835233206125,7.05603898547437,3.36376799248643,7.86335638563219
"4732",12,144,17,289,4.70948570920154,22.1792556451736,9.56703331284676,9.02577214149136,2.76645456135183,8.59471460344224
